num. clusters,x,y,z,inercia
1,0.23394213648667966,-0.6211628551030866,-1.8498808483076163,51.47607640839209
2,0.103720478500368,-0.9340244416044652,-1.8332616148301102,28.653028297157753
2,0.5566653758440607,0.15418977231337327,-1.8910676443170884,28.653028297157753
3,0.34661746122184467,-0.31676191780977253,-1.7109990774513455,21.46914684246425
3,0.08498660083287085,-1.06573410441105,-1.957648777900714,21.46914684246425
3,0.7415114927265847,1.1041894529479332,-1.861249927376987,21.46914684246425
4,0.7415114927265847,1.1041894529479332,-1.861249927376987,15.228589832186694
4,0.08145557885849986,-1.037950798159707,-1.9428717201757046,15.228589832186694
4,0.3699732766753446,-0.21731837814489857,-1.9535890206561606,15.228589832186694
4,0.3634870493313125,-0.6183570683545597,-0.9016751491779308,15.228589832186694
5,0.3634870493313125,-0.6183570683545597,-0.9016751491779308,12.162630050275109
5,0.4939122310842838,-0.08095036259643851,-2.0169189523576745,12.162630050275109
5,0.05697849015349882,-1.2029451752363691,-1.9106587004505065,12.162630050275109
5,0.7415114927265847,1.1041894529479332,-1.861249927376987,12.162630050275109
5,0.13837291677680164,-0.6395502339575904,-1.9448105714199826,12.162630050275109
6,0.13623676803163756,-0.8679028161401249,-2.1678507763463206,10.328175974326108
6,0.7415114927265847,1.1041894529479332,-1.861249927376987,10.328175974326108
6,0.38389927614030095,-0.6255416129750891,-0.8245588747779669,10.328175974326108
6,0.1389453591015508,-0.5179541056759864,-1.717932202325605,10.328175974326108
6,0.4939122310842838,-0.08095036259643851,-2.0169189523576745,10.328175974326108
6,0.044977141227645207,-1.2278593566236324,-1.8512420288367626,10.328175974326108
7,0.12267840992613153,-0.6892691929591129,-1.5550228491790787,8.92267467449189
7,0.16278067898093057,-0.14601845497170424,-2.010889977227457,8.92267467449189
7,0.7415114927265847,1.1041894529479332,-1.861249927376987,8.92267467449189
7,0.12639209109211996,-0.8988129991392513,-2.1044359421832413,8.92267467449189
7,0.032724080822468,-1.326669808828047,-1.8825474125800632,8.92267467449189
7,0.26931705206085765,-0.5609324293720626,-0.6212637820560825,8.92267467449189
7,0.7363605561968078,-0.2092209712987959,-1.9000749830536752,8.92267467449189
8,0.7538193206941721,-0.10988713989380638,-2.0235213772123455,8.009633961133993
8,0.044977141227645207,-1.2278593566236324,-1.8512420288367626,8.009633961133993
8,0.25923879151344487,-0.6532283400145682,-0.7303705069278841,8.009633961133993
8,0.13623676803163756,-0.8679028161401249,-2.1678507763463206,8.009633961133993
8,0.8485481850865766,1.1762354143395237,-2.079097608612734,8.009633961133993
8,0.2744831232759257,-0.5481089926868908,-1.6096580368302933,8.009633961133993
8,0.3133647232866171,0.8160056073815705,-0.989859202433998,8.009633961133993
8,0.16278067898093057,-0.14601845497170424,-2.010889977227457,8.009633961133993
