num. clusters,x,y,z,inercia
1,0.23394213648667966,-0.6211628551030866,1.4822082494094218,39.18430721999737
2,0.5781425791142821,0.17406934708670851,1.488359803038384,16.398192850662475
2,0.10338334790379597,-0.9228026559336984,1.4798749014811945,16.398192850662475
3,0.09402335073380408,-1.0510610490306866,1.4819261515530375,9.501972312895312
3,0.3592254224093423,-0.26387428222018977,1.4901056853557944,9.501972312895312
3,0.7415114927265847,1.1041894529479332,1.4373625144386413,9.501972312895312
4,0.1207309096994898,-0.6370439111277932,1.473284367057766,6.0348982968311295
4,0.7415114927265847,1.1041894529479332,1.4373625144386413,6.0348982968311295
4,0.5329225031575592,-0.1250750503222906,1.5001758874856244,6.0348982968311295
4,0.071849127885972,-1.1920813055578314,1.4869334498419868,6.0348982968311295
5,0.06399997260834012,-1.208581266425957,1.4939099583048085,4.744827475893715
5,0.7415114927265847,1.1041894529479332,1.4373625144386413,4.744827475893715
5,0.698076734657617,-0.1891282927708638,1.5182575947071133,4.744827475893715
5,0.14172277018058166,-0.7236096374498088,1.4700985027486004,4.744827475893715
5,0.13068608382205132,-0.1579572182740021,1.4599012132340106,4.744827475893715
6,0.030162305639065468,-1.3069331807939175,1.4997745392243123,3.9441589820844962
6,0.698076734657617,-0.1891282927708638,1.5182575947071133,3.9441589820844962
6,0.10046354135425387,-0.4975633353133098,1.4896609247230823,3.9441589820844962
6,0.7415114927265847,1.1041894529479332,1.4373625144386413,3.9441589820844962
6,0.1468409916361555,-0.9062991956349955,1.4640518672863778,3.9441589820844962
6,0.19127413539421492,0.05851103096142862,1.4405989855190324,3.9441589820844962
7,0.023399195914366677,-1.353553045907963,1.4999528785969671,3.3561376311951108
7,0.17931722165662267,-0.11205126113847841,1.4529707173853768,3.3561376311951108
7,0.7415114927265847,1.1041894529479332,1.4373625144386413,3.3561376311951108
7,0.7378273893355742,-0.1522338648126617,1.5300700933179696,3.3561376311951108
7,0.05291116655956479,-0.6450006373742976,1.5065451797968918,3.3561376311951108
7,0.39726956592196516,-0.7091140727632529,1.4092755013225058,3.3561376311951108
7,0.10755304762423473,-1.0407395544739928,1.47552367102146,3.3561376311951108
8,0.7087177305396929,-0.1554191123892013,1.5248207505813964,2.9439438516550025
8,0.09715853023449053,-1.0556705412881315,1.480834809473435,2.9439438516550025
8,0.8485481850865766,1.1762354143395237,1.3882956853443957,2.9439438516550025
8,0.02583153982981698,-1.3820478986912381,1.4956151106439246,2.9439438516550025
8,0.13188929791266718,-0.2815339295804039,1.4696011916291924,2.9439438516550025
8,0.17394931550696113,0.3326869107526951,1.4839334108390503,2.9439438516550025
8,0.042605735355571495,-0.6846766183534171,1.5071871738133007,2.9439438516550025
8,0.37773758124139234,-0.6923810387467693,1.4217553296853098,2.9439438516550025
