num. clusters,x,y,z,inercia
1,0.056895308995866985,-0.18932587440879112,-0.9845944264593612,57.540819602898885
2,0.005730771076990736,-0.018468987761947414,-0.4129281773710277,20.375556689982044
2,0.1452704199466533,-0.4844423149806121,-1.9720179476119377,20.375556689982044
3,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,8.964960324782215
3,0.07411131101918343,-0.6793253161429358,-2.053541793516861,8.964960324782215
3,0.09383151176917243,0.0325015412856729,-1.0551880178916633,8.964960324782215
4,0.012789643120749844,-0.04141005188252475,-0.9770569636474499,4.975222987261871
4,0.07411131101918343,-0.6793253161429358,-2.053541793516861,4.975222987261871
4,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,4.975222987261871
4,0.9042501982533984,0.7716174729676497,-1.8364985603337978,4.975222987261871
5,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,2.9154420854482983
5,0.12633861238756458,-0.3451144809363704,-2.056316490848557,2.9154420854482983
5,0.012789643120749844,-0.04141005188252475,-0.9770569636474499,2.9154420854482983
5,0.021884009650802255,-1.0135361513495011,-2.050767096185166,2.9154420854482983
5,0.9042501982533984,0.7716174729676497,-1.8364985603337978,2.9154420854482983
6,0.02236876137092767,-1.1793772676075702,-2.054104625860507,2.3502461901159064
6,0.012789643120749844,-0.04141005188252475,-0.9770569636474499,2.3502461901159064
6,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,2.3502461901159064
6,0.9042501982533984,0.7716174729676497,-1.8364985603337978,2.3502461901159064
6,0.03678447755511618,-0.681692105398164,-2.023303933766856,2.3502461901159064
6,0.18557679420994677,-0.17548650186993625,-2.1013595367732254,2.3502461901159064
7,0.02236876137092767,-1.1793772676075702,-2.054104625860507,1.9106863739364002
7,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,1.9106863739364002
7,0.012789643120749844,-0.04141005188252475,-0.9770569636474499,1.9106863739364002
7,0.050230664658827945,-0.12363149365863724,-2.0702071027124145,1.9106863739364002
7,0.9042501982533984,0.7716174729676497,-1.8364985603337978,1.9106863739364002
7,0.03678447755511618,-0.681692105398164,-2.023303933766856,1.9106863739364002
7,0.7269613124144222,-0.38290653471513236,-2.225969273016469,1.9106863739364002
8,0.0007710841242462366,0.0076634658880284645,0.05511115446792125,1.5537391266657528
8,0.03678447755511618,-0.681692105398164,-2.023303933766856,1.5537391266657528
8,0.02672262198713675,0.013444907532039335,-1.3738227217457601,1.5537391266657528
8,0.9042501982533984,0.7716174729676497,-1.8364985603337978,1.5537391266657528
8,0.050230664658827945,-0.12363149365863724,-2.0702071027124145,1.5537391266657528
8,0.011241534357817967,-0.04750504737303188,-0.9329718794143043,1.5537391266657528
8,0.02236876137092767,-1.1793772676075702,-2.054104625860507,1.5537391266657528
8,0.7269613124144222,-0.38290653471513236,-2.225969273016469,1.5537391266657528
