num. clusters,x,y,z,inercia
1,1.0332125002495447,-0.011730799983887976,-0.28324845274566757,16.61426907759226
2,1.2622193522962666,-0.04765051558956952,-0.9367611341313584,7.834202148292606
2,0.9635147626701077,-0.00079871262563707,-0.08435328884567472,7.834202148292606
3,0.9635147626701077,-0.00079871262563707,-0.08435328884567472,5.523099813077821
3,1.0521292693374802,-0.05667473499091547,-0.9084380945841573,5.523099813077821
3,2.032549656478483,-0.014561711117967715,-1.0406122791377614,5.523099813077821
4,0.5888853042272758,-0.2776979026120168,-0.4379951095516267,4.308638260983397
4,1.0635054571637272,-0.006852168095434047,-0.9364989012512963,4.308638260983397
4,2.032549656478483,-0.014561711117967715,-1.0406122791377614,4.308638260983397
4,0.9977791920230433,0.012073265714489129,-0.06409536922342557,4.308638260983397
5,0.9927361253669611,0.016869590932149986,-0.0562793037086754,3.664415556008087
5,2.032549656478483,-0.014561711117967715,-1.0406122791377614,3.664415556008087
5,1.0956718231823424,-0.3103828936442524,-0.78780640158068,3.664415556008087
5,1.03482983586612,0.1749171472563628,-0.9430584586307638,3.664415556008087
5,0.47239127527803126,-0.18529706883411254,-0.37471680343124597,3.664415556008087
6,0.9949599112130423,-0.006233756086836904,-0.06091935112768612,3.0706344506687544
6,2.103542001947627,0.2703654202833701,-1.106722042322108,3.0706344506687544
6,1.2091679855092927,-0.3762234903931484,-0.8738101735683694,3.0706344506687544
6,1.03482983586612,0.1749171472563628,-0.9430584586307638,3.0706344506687544
6,0.47239127527803126,-0.18529706883411254,-0.37471680343124597,3.0706344506687544
6,1.1161889860430885,0.7809681813701824,-0.1974881292444821,3.0706344506687544
7,0.47239127527803126,-0.18529706883411254,-0.37471680343124597,2.559273919112553
7,1.2091679855092927,-0.3762234903931484,-0.8738101735683694,2.559273919112553
7,2.103542001947627,0.2703654202833701,-1.106722042322108,2.559273919112553
7,1.03482983586612,0.1749171472563628,-0.9430584586307638,2.559273919112553
7,1.150560085697501,-0.052983538957155414,-0.24660536906838815,2.559273919112553
7,0.9638398763161505,0.0031162004872268,-0.023782147539545717,2.559273919112553
7,1.1161889860430885,0.7809681813701824,-0.1974881292444821,2.559273919112553
8,0.9949599112130423,-0.006233756086836904,-0.06091935112768612,2.147605779125606
8,0.900718203333875,0.17665362585297045,-0.8685625584541166,2.147605779125606
8,2.103542001947627,0.2703654202833701,-1.106722042322108,2.147605779125606
8,1.3214372047671914,-0.11721819703667345,-1.0057616666679108,2.147605779125606
8,0.3922019956445859,-0.34199389870841934,-0.3032148264222796,2.147605779125606
8,1.1161889860430885,0.7809681813701824,-0.1974881292444821,2.147605779125606
8,0.9458569876507931,-0.4011975526644572,-0.7606264823821594,2.147605779125606
8,1.890564965540195,-0.5844159739206433,-0.9083927527690685,2.147605779125606
