num. clusters,x,y,z,inercia
1,437.2723151670847,672.1498193221871,-0.7801050192821087,71875725.39671156
2,174.23213785060278,302.11790400307257,-0.8353494564697164,10041598.509901538
2,1752.473201749494,2522.3093959177622,-0.5038828333440708,10041598.509901538
3,63.50244860437169,118.33772452889127,-0.8894231532630167,834354.235482729
3,1752.473201749494,2522.3093959177622,-0.5038828333440708,834354.235482729
3,617.1508948355274,1037.2386218997992,-0.6190546692965153,834354.235482729
4,25.996521650084958,48.59714125558935,-0.921150261068607,81900.89324953292
4,1752.473201749494,2522.3093959177622,-0.5038828333440708,81900.89324953292
4,617.1508948355274,1037.2386218997992,-0.6190546692965153,81900.89324953292
4,176.02022946723156,327.55947434879556,-0.7942418298462457,81900.89324953292
5,9.209422221039517,16.442629777307843,-0.929406167684378,2957.7302210788466
5,1752.473201749494,2522.3093959177622,-0.5038828333440708,2957.7302210788466
5,617.1508948355274,1037.2386218997992,-0.6190546692965153,2957.7302210788466
5,176.02022946723156,327.55947434879556,-0.7942418298462457,2957.7302210788466
5,59.57072050817567,112.90616421215168,-0.9046384478370649,2957.7302210788466
6,59.57072050817567,112.90616421215168,-0.9046384478370649,1.570295304450508
6,1752.473201749494,2522.3093959177622,-0.5038828333440708,1.570295304450508
6,617.1508948355274,1037.2386218997992,-0.6190546692965153,1.570295304450508
6,176.02022946723156,327.55947434879556,-0.7942418298462457,1.570295304450508
6,14.984632189926117,27.140978701394033,-0.9127808106215876,1.570295304450508
6,3.434212252153145,5.744280853221767,-0.9460315247471683,1.570295304450508
