num. clusters,x,y,z,inercia
1,0.28072043885368725,-0.8434603907060684,0.2861029169384801,0.5268963661396855
2,0.3148656615724787,-0.7757614306684448,0.268584803591494,0.16354058294391655
2,0.21242999341610447,-0.9788583107813156,0.32113914363245233,0.16354058294391655
3,0.2788481603795764,-0.8367825968892642,0.29282849961765556,0.05136858462114621
3,0.21242999341610447,-0.9788583107813156,0.32113914363245233,0.05136858462114621
3,0.350883162765381,-0.7147402644476253,0.2443411075653324,0.05136858462114621
4,0.21242999341610447,-0.9788583107813156,0.32113914363245233,0.02502673891402054
4,0.37300980215482876,-0.7579492136959494,0.22768028210866134,0.02502673891402054
4,0.2788481603795764,-0.8367825968892642,0.29282849961765556,0.02502673891402054
4,0.3287565233759332,-0.6715313151993012,0.2610019330220035,0.02502673891402054
5,0.19600205108936392,-0.9633722196875865,0.36105404955454645,0.003997778701784393
5,0.37300980215482876,-0.7579492136959494,0.22768028210866134,0.003997778701784393
5,0.2788481603795764,-0.8367825968892642,0.29282849961765556,0.003997778701784393
5,0.22885793574284502,-0.9943444018750447,0.2812242377103582,0.003997778701784393
5,0.3287565233759332,-0.6715313151993012,0.2610019330220035,0.003997778701784393
6,0.19600205108936392,-0.9633722196875865,0.36105404955454645,2.407412430484045e-34
6,0.37300980215482876,-0.7579492136959494,0.22768028210866134,2.407412430484045e-34
6,0.27931996193812125,-0.8564538773625543,0.29637758372611905,2.407412430484045e-34
6,0.3287565233759332,-0.6715313151993012,0.2610019330220035,2.407412430484045e-34
6,0.22885793574284502,-0.9943444018750447,0.2812242377103582,2.407412430484045e-34
6,0.2783763588210315,-0.817111316415974,0.2892794155091921,2.407412430484045e-34
