Country,Skewness_2,Kurtosis,Alfa,Beta
Afghanistan,3.852010522834456,2.841861936964798,1.0482227321052036,1.8676969372540464
Albania,0.1572177785940578,-0.5974723323098936,0.9942134107252818,-0.4226582954608001
Algeria,0.3385453096501125,-1.2572190535458345,1.140320910368534,-1.1409313941564323
Andorra,4.452025035296369,5.956006093888132,0.782853267449326,-0.01944898973850695
Angola,4.414611969028952,4.18946274968965,0.5872376717404224,-0.5047220668859504
Anguilla,46.885083138309156,48.788407087115615,4.102930546192037,-0.09010456253086369
Antigua and Barbuda,15.038510910425341,16.453957276315197,0.5613458810797657,-1.5009996572033941
Argentina,4.342859882708798,5.7453890921576,0.8106100700375702,0.6621430444083014
Armenia,5.62126122251673,5.570210873156766,1.1011610997872394,-0.01494050062439023
Aruba,19.077956209097533,24.956492631764753,0.6223984376779413,-0.5934177308333528
Australia,12.399365132179193,13.323515297414543,1.322400155769798,0.7233316492817715
Austria,7.116662708346198,7.5607714565706114,1.4729780120188363,0.017520088226455233
Azerbaijan,4.795416327909749,4.7716208007036816,1.0849954902947436,-0.34387042801374146
Bahamas,1.7524501950416191,0.8809490000903799,0.6148066738843772,-0.15356496770107186
Bahrain,2.8616352889067422,1.9379422635867245,0.9304681705709812,-1.2247122413891207
Bangladesh,1.5516462653007097,0.45814591341554367,1.3870721214103248,-0.40671972240273857
Barbados,7.062695627329455,7.965454787918001,0.4569678019415698,0.4669264510628563
Belarus,0.67893336766381,-1.0499769521456375,1.2729923993129109,0.694732553997907
Belgium,2.4406265119315464,1.7233706653960525,1.1725744868902173,-0.3450225726110908
Belize,14.411186730412258,16.52453110858311,0.8007687828725013,0.6198932237249586
Benin,24.11092897607009,45.055501474189725,0.8910689265845327,-0.4944139882503845
Bermuda,14.438960195786489,19.008543481149193,0.4036779951381296,0.18546247902173651
Bhutan,16.61741656327122,18.84237668753012,0.6598772830017912,-0.6248126103181194
Bolivia,2.3068920703750253,1.6174933265071263,1.1479762722327365,-0.020969352228780158
Bonaire Sint Eustatius and Saba,13.473344731681435,14.17472618210862,0.7972148942736398,0.9639190136305267
Bosnia and Herzegovina,0.7119120102152146,0.520505518276281,0.8251776100801995,-0.6940985991174553
Botswana,6.946704263940921,6.621316086787604,0.49067316559682383,1.017603524686087
Brazil,4.693191421642466,4.034441976810619,0.8939108101128355,-0.4938550552933611
British Virgin Islands,12.114599668602091,12.654000875812642,0.602260418891307,-0.6475702558336192
Brunei,6.15416486575695,5.649940470626941,0.7301498998902101,0.39648922595558944
Bulgaria,0.9202274776947756,0.744163483500647,0.796127582993141,-0.39463602299703127
Burkina Faso,1.865034412630336,1.24489609394902,0.809958121112295,0.6833904334981606
Burundi,16.662930050187782,16.651804817407665,0.10508965071195518,-0.3405898893486058
Cambodia,56.488901577912046,63.166440726030565,0.8224728788117355,0.2734781495691669
Cameroon,6.375516237201084,8.105438551361688,0.39113184951242014,1.4649457701055701
Canada,0.3860268760512766,-0.86714694200076,1.335706840445247,-0.10727437951727115
Cape Verde,3.363057182980613,3.789181122053772,0.5715744342491782,-0.5679238356695963
Cayman Islands,4.5995410099230565,5.979956798172245,0.5173052009635265,0.5393123904185068
Central African Republic,4.4186446645093564,4.278816253107152,0.5017493262065366,-0.5216195954376045
Chad,4.7407329205291875,5.461359176202122,0.5850085070227862,1.4696883637554838
Chile,1.525019270346173,0.18382638366992143,1.3030466309000936,-1.187871355177636
China,44.706979222879184,60.91409260945985,1.187305448029921,-0.2080309022785264
Colombia,1.565424453497416,0.6206116038631806,1.3446210114624462,-0.2579964216087185
Congo,3.5936422086430304,2.79927449511736,0.4550709071830774,1.8922520008925776
Costa Rica,1.7591412657215697,2.185818987224942,1.0731469972388643,-0.6323246320140752
Cote d'Ivoire,4.585098216665369,6.58517808433061,0.3783568066486532,-0.36118327696713937
Croatia,3.3556549983088275,2.236510667524279,1.2829371734824464,-0.012262061836647686
Cuba,0.4293620734321314,-0.7344468909106832,1.1123506015688058,-0.9231826835562842
Curacao,6.039679639305381,5.906567501879412,0.6566298493980671,0.1411911828522585
Cyprus,2.451774477282737,2.329502701669916,1.0074169820879562,-0.1687533415875624
Czech Republic,3.7630176207540664,3.7026678544248477,1.2237729651086766,-0.2186695204030975
Democratic Republic of Congo,1.8967346722952874,1.1729975339407854,0.48410875506477763,0.692323790943216
Denmark,1.6198506896447924,1.1379677295030173,1.3352814023361026,-1.5478117938826215
Djibouti,2.9885132118065503,1.9947536956327667,0.6798578867004406,0.22809218075825655
Dominica,19.94851746353525,21.69610226698436,0.7897816205225272,0.22986265436275147
Dominican Republic,0.923225739999696,-0.12198408062948474,0.7340380407477165,0.4254808583373697
Ecuador,74.82395343682646,95.1148310474478,0.5861706295279856,0.41268472249427474
Egypt,4.319112484906832,3.6574932069459622,1.0531996912825081,-0.050003870713372645
El Salvador,2.843150902475216,5.048540252279795,0.3569318845034839,1.1576512177282359
Equatorial Guinea,12.904345354227315,14.083427521091355,0.3470240224823108,-0.4559817411550406
Eritrea,9.725444850752357,10.229364368583186,0.634458197930666,0.3253765387826594
Estonia,7.968767794659165,10.430920463227244,0.8961221556814071,-0.6402805280516424
Ethiopia,4.440938950627944,3.497660478898025,0.7262672359297225,-0.9158081394914463
Faeroe Islands,48.39205280685195,54.58861673513811,0.9418881559951734,0.7793524864774564
Falkland Islands,33.119573241713226,36.439956082441206,0.26855054526491584,-1.0146408412811385
Fiji,23.482288266791034,29.401289828373518,0.8174019241174713,0.7148171315237727
Finland,2.0932106312441103,2.037569801680467,0.9465696362406336,0.3489066591969617
France,3.488414448041897,3.275971673173997,1.090460586599223,0.03444328308205513
French Polynesia,15.721060287868994,19.893759136926718,0.6770052067908174,-1.8037868221108826
Gabon,2.562969911502666,1.609263044478328,0.5147472757835041,-0.10114272105874988
Gambia,17.18161792503379,19.58813920337543,0.5339956461365941,0.47139382174466804
Georgia,5.767286471169062,6.909091421259454,0.8584541473092286,-0.10648006928044829
Germany,2.770041868197866,1.6987597636759868,1.3770718832920752,-0.45203032807365384
Ghana,4.73936689438502,6.853328014704107,0.6890850618864574,1.4441510168835032
Gibraltar,7.600847818238787,8.983773819738666,0.7072446566574118,-1.3337812677827952
Greece,4.558621637501902,4.748853494231762,0.9632451986285844,0.012405058253916357
Greenland,13.69610872730021,14.812845592840802,0.9179488187819953,0.47717919880718684
Grenada,18.925838581573238,23.249506400189656,0.6854645111221387,0.7914676161579892
Guam,5.427960686986406,5.79284439112407,0.6176053204484924,0.4591196386997811
Guatemala,1.9780265567641422,0.8141025591977553,0.9030560313930628,-1.452925635033639
Guernsey,3.998536740869693,3.2013699014809074,1.0633784626787366,-0.035069319324078974
Guinea,0.6118641855730832,0.1546996921246171,0.49387187298682017,-0.48606926756809066
Guinea-Bissau,3.348257666132899,2.6113813721328385,0.38883557032593796,-0.3360908094254471
Guyana,2.959627129679096,2.781247600804088,0.46990281131896655,-0.9546309369519844
Haiti,4.651619925649024,4.053745372556649,0.6895077386327568,-0.09564924909198336
Honduras,0.9086095941290586,-0.2853293857420103,0.8750645677350201,-0.5594941142734773
Hungary,2.457912101688141,4.686217673867986,0.9904543425694156,-0.669208053364402
Iceland,5.3426882607462005,4.2639843958281425,1.3450042840445082,0.2093905207928388
India,3.1677044734740467,2.1010956637104155,1.63778008983032,-0.4861360366825242
Indonesia,1.182065265183058,0.36531562853547284,1.0706865455519206,0.2941542001511068
Iran,0.5813858021725365,0.3037033125625297,1.2428505741188964,0.7269009599373225
Iraq,19.546907570973588,21.828321707376926,0.5141238806797385,0.6561215952910121
Ireland,3.968073699608389,3.6919227475789524,1.364621335424721,-0.7707494633245094
Isle of Man,8.746582976914155,10.017330449363323,0.7739795018231453,-0.09328070328780683
Israel,5.466673714825456,6.736996975821569,1.1717129927718837,-0.7136749349604457
Italy,1.2556007233489483,0.024884758932789186,1.5568695003676043,-0.6832215087228581
Jamaica,4.671700429618202,4.734140270367263,0.9313497275486525,0.6930041941493279
Japan,10.522591853703148,15.498930332144054,1.077254506433779,-0.9582151530104371
Jersey,7.071991916692072,7.510022639597735,0.6099314006068002,-0.12493827672446223
Jordan,1.1992172118247333,1.2824905924514507,1.0561637470066754,-0.04484241585478543
Kazakhstan,0.5953551450241628,-0.12019971434913224,0.8904863421841472,0.295724968659995
Kenya,3.639506247294669,2.831505095184914,0.760181303182176,-0.8710075101675603
Kosovo,4.575896234104451,5.506216091527168,0.5819505258234824,0.7376867659201671
Kuwait,2.299204682554177,0.815991187234054,1.2328476085734534,0.6810727392225618
Kyrgyzstan,1.093347832239072,0.9334584539903812,0.6265435240205006,0.07405469905680118
Laos,11.813545957353556,12.020667625134486,0.4786841848617671,-0.08184529290054698
Latvia,4.564617299771426,6.852858532385888,0.7872797860450723,0.4358773110616614
Lebanon,5.679409185687808,7.002845695796081,0.8346000512251488,0.5732885671499162
Liberia,0.9628505105451017,-0.04363537291761155,0.4463977979276968,0.15039051007688786
Libya,10.950725865322354,13.487628062038315,0.5764368113521818,-1.4747360510554202
Liechtenstein,21.51147908320714,26.038287346594693,0.8491231250983994,-0.4838725303516034
Lithuania,1.284518680900707,10.206707748255901,0.9034040144270039,0.26101773832365405
Luxembourg,5.776055623347671,5.276142860504737,1.252815205979167,-0.06402063891068832
Macedonia,5.837073239958099,7.394024815698353,0.8117136000262906,0.11398674582083296
Madagascar,2.958043763438661,2.206734431835693,0.6228515596006572,1.1355587861870158
Malawi,17.31498796467823,19.268942933634786,0.5078906068624675,-1.1993046608116005
Malaysia,1.5938934919199956,0.8472751655291275,0.9888598219871729,-0.1386134419048222
Maldives,7.499255798813429,9.976260254261554,0.703108200975497,-0.2436572012434204
Mali,5.236157413075072,8.566846492170676,0.23757494011804525,1.6936502975000987
Malta,4.743288061768264,7.055891745369369,1.0772059464263923,0.247109867548722
Mauritania,9.671599710929561,9.611934390847352,0.29003011783814975,0.8521668079214834
Mauritius,6.783039405043157,7.229880144778254,0.7951198581650377,2.0387713956281623
Mexico,2.4634189888254134,1.3149016673337814,1.3833510110519107,-0.7752783293709778
Moldova,0.034058136922987724,-0.8354007165955504,0.7641161085158197,0.025604698619993593
Monaco,8.132066341471193,8.775123636459291,0.9764268585897496,0.30612542025491424
Mongolia,51.57648712713234,58.014729893368056,0.5612268229809324,0.6435588236207364
Montenegro,4.580755627662441,4.468623901228806,1.1081759996418388,1.180362378045789
Montserrat,25.116672256095356,26.202275645829136,0.5935199448545404,0.7040895633548585
Morocco,0.706642430670854,-0.1068436826627539,1.054850705188875,-0.4526126064465883
Mozambique,12.735591814500147,14.334334549344526,0.377461083000927,-0.8515180897196322
Myanmar,4.3255639628275775,4.546036813495625,0.7890116539091121,0.2854615137313834
Namibia,8.771929510252129,9.251020416997893,0.7346603941977933,1.7197575658104893
Nepal,20.894543565369283,24.66148859484545,0.35845960570129026,0.4038334469518313
Netherlands,1.5312527955890252,0.19241513938994448,1.4026693744279128,-1.4514095339956619
New Caledonia,16.620644312952006,20.361638361638363,1.10581798622892,0.1068211497684679
New Zealand,9.25030147974868,8.837767872364589,1.5141030184376028,0.5466549937283457
Nicaragua,25.293081082106568,25.95572836994566,0.3431409573568555,0.5000127989379347
Niger,5.144847732159456,4.786364047836532,1.3334685002025866,-0.1703148970546745
Nigeria,2.009909499503249,0.9704064313777208,0.9625453901419652,0.10550868139122738
Northern Mariana Islands,5.928598479558083,5.6962861945758005,0.4093335949714547,-0.8139400758528231
Norway,3.9179218958904167,3.706048721877439,1.2800922075970513,-0.2342910358903474
Oman,6.288453090041818,5.775155648147386,0.9112141771487046,0.9618692908419169
Pakistan,4.592523140933743,4.462429402994898,1.0202386219565474,0.062108154584182396
Palestine,45.56488845570938,53.068017318660566,0.6178856194575111,0.024847103017134664
Panama,0.8342813245485339,0.6870641420364532,1.054130931386988,-0.4612811389792564
Papua New Guinea,59.22904394451612,63.5248121255906,0.4925942045333897,-0.23588175238900208
Paraguay,13.196000593892274,15.969548711198426,0.831981847320979,-2.2140980068384035
Peru,1.0359433626063854,0.48056728581722963,0.7889439860332333,0.24691759308861272
Philippines,3.60392427715742,4.464622653815477,0.6513337933914091,0.324343390746194
Poland,0.05065254112206383,-0.5988743030058057,0.7794620402522451,-0.4655547777918123
Portugal,1.1227651520904411,1.7238620521918055,0.8498289600915788,0.15817925188468607
Puerto Rico,16.77159923510528,22.505058330726303,0.44782949358117,0.31091465330545165
Qatar,1.5769205770941177,0.13263117504567967,1.4114179725474412,-0.44683726654210265
Romania,0.5420684618674487,-0.6684249879324482,1.1346286157718477,0.2527665787786193
Russia,0.8544321200358083,-0.8907544801691238,1.640419031417926,-0.5921338152335971
Rwanda,1.8014398875059972,1.9865205234984389,0.8297570070251513,0.11220817145195916
Saint Kitts and Nevis,26.07535289089055,31.204084221207545,0.8028383919474644,0.11793920924431078
Saint Lucia,21.145113885685106,23.329201215097683,0.810238804651238,0.8589565751786061
Saint Vincent and the Grenadines,21.051701550035936,22.825985528793407,0.4756147999267045,-0.2144358274649495
San Marino,4.006929840422718,4.2514356932921835,0.626623023627344,-0.0280779314206403
Sao Tome and Principe,23.99131985507347,24.264525599782473,0.6317264211094596,0.21091985040952155
Saudi Arabia,0.13640186773232638,-1.1935790289121577,1.5475114156251941,-1.307022306671799
Senegal,0.4390590437383881,-0.620524032459949,0.9430699471574062,0.010713029542496866
Serbia,1.1519759386200195,0.21128933223193735,1.3969163050932794,-0.6813751068579648
Seychelles,12.25552077287626,11.80849733871063,0.812213402958589,-0.37118978667164565
Sierra Leone,4.0243755574962154,6.669821127256907,0.3959965482622736,2.1571997761586967
Singapore,1.4380397776653244,0.47649106692049026,1.319815198901551,0.10795737318884102
Sint Maarten (Dutch part),11.63475362003888,12.488408432623544,0.641124240466814,0.6018545655788576
Slovakia,5.12392735812233,5.348931896444976,0.926442154597812,-0.4303041363437127
Slovenia,0.7382505623424258,-0.5530095649445821,1.1929242537853344,-0.5649409170828845
Somalia,0.3649099443536163,-0.9958753221860981,0.683840236250246,0.04051762836493866
South Africa,4.981784228972293,5.114275549851912,1.0430861446029176,-1.0719617580935432
South Korea,10.368167167870538,11.37845229078872,1.5529463166474176,-0.42884817034703937
South Sudan,14.497032101904086,15.362115765837101,0.6008481680377108,1.693124805164322
Spain,2.9025394831562306,1.9839651011625783,1.474127527246583,-1.1713801832737245
Sri Lanka,12.707380319239762,17.063843209130887,0.8079093916205822,-1.1412621463824266
Sudan,1.7788615254914217,1.0849624735324355,0.5804424662171186,0.28799869478674767
Suriname,12.566973605966318,12.582253000737893,0.6657154221799125,-1.052730791950703
Swaziland,5.092772738425413,6.348544333658617,0.5437521220764954,-0.32206107470406475
Sweden,2.810545819972329,6.076856104170259,0.8297949091981495,-0.4638098392460067
Switzerland,3.544305854822045,2.3595010940139898,1.4976311481652615,0.269711552123693
Syria,9.236203395618746,9.140284825984036,0.604121092751721,-0.51669924666146
Taiwan,8.216792214869832,7.93868235698174,1.139189313943416,1.1500826127361168
Tanzania,35.61746984169494,40.88029123894699,0.9364252375447876,-0.3110658622234368
Thailand,9.778577327330702,10.912831991055597,0.9474419876992888,-0.5168502880227992
Timor,54.51048554188424,59.70614470796372,0.6274422387343463,0.6550732989074174
Togo,3.996625272556613,4.018553969602447,0.9884146429282886,0.5143172364280144
Trinidad and Tobago,56.009295167177356,63.19543430778845,0.4864627317009186,0.41106707149583843
Tunisia,2.8021887060036526,2.0644081001130887,0.9124429612273199,0.2509182148602982
Turkey,0.40460723513797225,-0.5613398162607681,1.5880298008141347,-2.307967840600295
Turks and Caicos Islands,17.749909597565434,19.082403342677342,0.5515870789922444,0.2140703414997258
Uganda,3.6720482639887706,19.23009482521538,1.013017443192063,-0.533310555373759
Ukraine,0.0013714823128964727,-0.9129918611030998,0.7778374981249325,-0.26789876821242375
United Arab Emirates,0.5031434777874734,-1.0352425961896166,1.3058550055815914,0.6872457394222975
United Kingdom,0.6293541162350406,-0.5734682708899026,1.277047801888729,-0.22935458551621812
United States,0.16417771320006402,-1.330341274971739,1.2846642526706487,0.3216737086966629
United States Virgin Islands,18.690196193990644,22.942291380335956,0.5633312500274605,1.6036204868390667
Uruguay,1.6463215612860331,1.1676161991013343,0.4463526293367644,0.3858032102584188
Uzbekistan,1.4281480838590919,1.335339052002758,0.8096908604759095,-0.6814174540401255
Vatican,31.196590983072905,38.34642240838351,0.8728371201213122,-0.6409395418063601
Venezuela,4.411991654924045,3.747634909379289,0.5059175601824565,-0.27276841664369633
Vietnam,10.313322480263919,11.294483206501916,0.882421894380871,0.20038576776613515
Yemen,3.947145565448416,4.270580113290804,0.6124685990295411,-0.7841331109603593
Zambia,15.548636839127667,16.613237007341905,0.6191779098871414,1.4382536763305307
Zimbabwe,31.22112293773933,37.8212519402947,0.8279468877058946,-0.2042907659386421
World,0.1051330800580528,-1.5082128757023372,1.3945120275950158,0.04094019813865013
International,8.032086277758417,7.919326133004729,0.7908643374201207,0.508242151561533
