num. clusters,x,y,inercia
1,9.271138594373207,0.8742237493749097,31971.023360848587
2,6.4755635316675395,0.8685605028704945,9669.028231196091
2,47.81013767310134,0.9522956476143472,9669.028231196091
3,18.63837903288389,0.655246408271466,3455.1313116567885
3,3.665685236399767,0.92619016261894,3455.1313116567885
3,53.81871704191981,1.042637927596395,3455.1313116567885
4,3.051917984939851,0.9298307128664531,2129.7573400773963
4,24.21140286498501,0.6659995995797197,2129.7573400773963
4,53.81871704191981,1.042637927596395,2129.7573400773963
4,12.493929556491022,0.7391826519264284,2129.7573400773963
5,1.5332987016612956,1.0173988395309914,1606.9714366764929
5,53.81871704191981,1.042637927596395,1606.9714366764929
5,25.987659886824638,0.6770637637132048,1606.9714366764929
5,14.65930136466195,0.689441435316879,1606.9714366764929
5,5.621094860174976,0.8205764206826234,1606.9714366764929
6,51.484801886930185,1.0933565162706629,1116.4955273430305
6,5.621094860174976,0.8205764206826234,1116.4955273430305
6,25.987659886824638,0.6770637637132048,1116.4955273430305
6,1.5332987016612956,1.0173988395309914,1116.4955273430305
6,14.65930136466195,0.689441435316879,1116.4955273430305
6,74.82395343682646,0.5861706295279856,1116.4955273430305
7,12.258142647960085,0.7534805840698654,776.2007668696075
7,1.48111287403575,1.0101186545875374,776.2007668696075
7,51.484801886930185,1.0933565162706629,776.2007668696075
7,19.54188930790506,0.6274116343544234,776.2007668696075
7,29.66283760475898,0.66360844068511,776.2007668696075
7,74.82395343682646,0.5861706295279856,776.2007668696075
7,5.2715930678074585,0.8361597527731369,776.2007668696075
8,1.379582001469731,1.0123318122328469,580.3682295822616
8,46.38725090593742,1.7125024424186606,580.3682295822616
8,17.698488491717562,0.6019748965785748,580.3682295822616
8,10.78454405723416,0.8145331254717012,580.3682295822616
8,55.562842671724425,0.5980397753522645,580.3682295822616
8,4.8762845123617975,0.83982951355766,580.3682295822616
8,27.922440033124747,0.6985456356607234,580.3682295822616
8,74.82395343682646,0.5861706295279856,580.3682295822616
