num. clusters,x,y,inercia
1,6.067541032445116,0.618117815166142,15339.177787941147
2,3.576499068417332,0.6182847380852536,3410.5417964523895
2,36.37521826144982,0.6160869196502835,3410.5417964523895
3,2.7205926386736263,0.6158091085753488,1431.8314107198416
3,41.1391435828039,0.6319741131001212,1431.8314107198416
3,15.795656047153848,0.6314727229055184,1431.8314107198416
4,1.2243163118187823,0.6165234902411295,939.1302585991962
4,42.62031968555003,0.6266943757915816,939.1302585991962
4,17.616132418412715,0.6274021108682348,939.1302585991962
4,5.316313894844513,0.6170626418262404,939.1302585991962
5,1.2243163118187823,0.6165234902411295,537.9780134744599
5,26.899449671011354,0.6124282271299731,537.9780134744599
5,14.080805251635548,0.6486674638886314,537.9780134744599
5,45.85098685188828,0.6197456121705938,537.9780134744599
5,5.108879852691931,0.614668845531891,537.9780134744599
6,1.2243163118187823,0.6165234902411295,367.8428823966093
6,33.601443174186656,0.6271278737924412,367.8428823966093
6,13.179564329758616,0.652935948512801,367.8428823966093
6,47.169303909697675,0.6358511045462651,367.8428823966093
6,5.108879852691931,0.614668845531891,367.8428823966093
6,20.50462113846526,0.5928389168124095,367.8428823966093
7,5.108879852691931,0.614668845531891,275.2564088689013
7,51.68248626699764,0.701937393342399,275.2564088689013
7,20.50462113846526,0.5928389168124095,275.2564088689013
7,42.93523714433361,0.5786497215846912,275.2564088689013
7,1.2243163118187823,0.6165234902411295,275.2564088689013
7,13.179564329758616,0.652935948512801,275.2564088689013
7,31.715457044635098,0.6564311149591759,275.2564088689013
8,0.9561892713594684,0.6068909918749456,183.92933868680373
8,41.69890448967975,0.7061319286024694,183.92933868680373
8,13.179564329758616,0.652935948512801,183.92933868680373
8,6.732158780310141,0.6091232711740954,183.92933868680373
8,50.003069214096826,0.5333592957387181,183.92933868680373
8,20.50462113846526,0.5928389168124095,183.92933868680373
8,3.7486030521713922,0.6321416972634367,183.92933868680373
8,31.715457044635098,0.6564311149591759,183.92933868680373
